931 ,terbilang         ,bisa diwilang
932 ,membilas          ,mbilasi
933 ,bilik             ,kamar
934 ,bilis             ,lara mata
935 ,bilur             ,bilur
936 ,bilyar            ,bilyar
937 ,bimbang           ,kéwuhan
938 ,bimbing           ,tuntun
939 ,dibimbing         ,dituntun
940 ,membimbing        ,nuntun
941 ,bimbingan         ,tuntunan
942 ,bina              ,mbangun
943 ,binal             ,binal
944 ,berbinar          ,sumringah
945 ,binasa            ,ilang
946 ,binatang          ,kewan
947 ,binatu            ,binatu
948 ,berbincang-bincang,rembugan
949 ,ingar-bingar      ,rame banget
950 ,bingkai           ,pigura
951 ,bingkas           ,gelis
952 ,bingkisan         ,wungkusan
953 ,bingung           ,bingung
954 ,membingungkan     ,bingukake
955 ,bini              ,bojo
956 ,bintang           ,lintang
957 ,bintik-bintik     ,plenik-plenik
958 ,bintil            ,bintul
959 ,biola             ,biola
960 ,birahi            ,birahi
961 ,biri-biri         ,wedhus gibis
962 ,terbirit          ,sipat kuping
963 ,biru              ,biru
964 ,bus               ,bis
965 ,bisa              ,bisa
966 ,racun             ,upas
967 ,besan             ,besan
968 ,bisik             ,bisik
969 ,berbisik          ,bisik-bisisk
970 ,dibisiki          ,dibisiki
971 ,membisiki         ,mbisiki
972 ,bising            ,mbudegi
973 ,bisu              ,bisu
974 ,membisu           ,meneng waé
975 ,bisul             ,kukul
976 ,bisulan           ,kukulen
977 ,biting            ,biting
978 ,bius              ,mbius
979 ,blangkon          ,blangkon
980 ,blaster           ,campuran
981 ,tidur             ,turu
982 ,bobol             ,jebol
983 ,membobol          ,mbobol
984 ,kebobolan         ,kemalingan
985 ,berat             ,abot
986 ,bobrok            ,rusak
987 ,bocah             ,bocah
988 ,bocor             ,bocor
989 ,kebocoran         ,kebocoran
990 ,bodoh             ,bodho
991 ,bodor             ,dhagelan
992 ,bugil             ,wuda
993 ,bogem mentah      ,jotos
994 ,bogi              ,bogi
995 ,bohong            ,goroh
996 ,dibohongi         ,digorohi
997 ,membohongi        ,nggorohi
998 ,bokong            ,bokong
999 ,boksen            ,tinju
1000,bol               ,jambu bol
1001,bola              ,bal
1002,mata bolak        ,mblalak
1003,bolak-balik       ,wira-wiri
1004,boleh             ,entuk
1005,memperbolehkan    ,marengaken
1006,bolong            ,bolong
1007,berbolong-bolong  ,pating cromplong
1008,bolos             ,bolos
1009,membolot          ,merban
1010,bonceng           ,bonceng
1011,membonceng        ,mbonceng
1012,berbondong-bondong,pating grombol
1013,boneka            ,boneka
1014,bong              ,tukang supit
1015,bongkar           ,jebol
1016,dibongkar         ,dijebol
1017,membongkar        ,njebol
1018,bongkok           ,bungkuk
1019,bongkot           ,bonggol
1020,bonsai            ,bonsai
1021,bongsor           ,bongsor
1022,bontot            ,ragil
1023,bonus             ,presen
1024,bonyok            ,bonyok
1025,bopeng            ,burik
1026,membopong         ,mbopong
1027,bor               ,bor
1028,bordir            ,sulaman
1029,boreg             ,tanggungan
1030,borgol            ,blenggu
1031,borok             ,koreng
1032,memborong         ,mborong
1033,boros             ,royal
1034,bosan             ,bosen
1035,membosankan       ,mboseni
1036,botak             ,botak
1037,botol             ,gendul
1038,boyongan          ,pindahan
1039,brangkas          ,lemari wesi
1040,buah              ,buah
1041,berbuah           ,awoh
1042,buai              ,ayunan
1043,buaian            ,bandulan
1044,bual              ,ndopok
1045,buana             ,bumi
1046,buang             ,guwang
1047,membuang          ,ngguwang
1048,terbuang          ,kebuwang
1049,dibuang-buang     ,diguwak-guwak
1050,buas              ,galak
1051,buat              ,kanggo
1052,buat cipta        ,gawe
1053,buatan            ,gaweyan
1054,dibuat            ,digawe
1055,membuat           ,nggawe
1056,buaya             ,buaya
1057,bubar             ,bubar
1058,membubarkan       ,mbubarake
1059,bubuk             ,bubuk
1060,bubungan          ,wuwungan
1061,bubue             ,bubur
1062,bubul             ,bubul
1063,bubut             ,bubut
1064,mesin bubut       ,mesin bubut
1065,bucu              ,pojok
1066,budak             ,budhak
1067,budek             ,budheg
1068,budi pekerti      ,watak
1069,buduk             ,budhug
1070,bufet             ,bufet
1071,segar bugar       ,bregas
1072,bugenfil          ,bugènfil
1073,buhuk             ,gondok
1074,buhul             ,bundhelan tali
1075,bui               ,buwi
1076,buih              ,umpluk
1077,berbuih           ,ngumpluk
1078,bujang            ,bujang
1079,membujang         ,mbujang
1080,bujuk             ,ojok-ojok
1081,membujuk          ,ngojok-ojoki
1082,bujur             ,mujur
1083,buka              ,buka
1084,dibuka            ,dibuka
1085,membuka           ,mbuka
1086,bukan             ,dudu
1087,bukit             ,punthuk
1088,bukti             ,bukti
1089,membuktikan       ,mbuktekaken
1090,terbukti          ,kabukten
1091,buku              ,buku
1092,membukukan        ,nyathet
1093,ruas              ,ros
1094,bulan             ,wulan
1095,bulan madu        ,wulan madu
1096,berbulan-bulan    ,sasen-sasen
1097,bulanan           ,sasen
1098,bulat             ,bunder
1099,bulatan           ,bunderan
1100,bulir             ,wuli
1101,bulu              ,wulu
1102,bulu kening       ,alis
1103,bulu mata         ,idep
1104,berbulu           ,duwe wulu
1105,membului          ,mbubuti
1106,bambu             ,pring
1107,bumbu             ,bumbu
1108,bumi              ,bumi
1109,mengebumikan      ,ngubur
1110,bumiputra         ,wong pribumi
1111,bumbung           ,bumbung
1112,buncis            ,buncis
1113,buncit            ,mblendhung
1114,bunda             ,Ibu
1115,bundar            ,bunder
1116,bundel            ,bhendhel
1117,bundel            ,bundhel
1118,bunga             ,kembang
1119,berbunga          ,ngembang
1120,membungakan uang  ,nganakake dhuwit
1121,bungkam           ,mingkem
1122,bungkar           ,bongkar
1123,membongkar        ,mbongkar
1124,bungkil           ,bungkil
1125,bungkuk           ,wungkuk
1126,membungkuk        ,mbungkuk
1127,bungkus           ,wungkus
1128,dibungkus         ,dibungkus
1129,membungkus        ,mbungkus
1130,bunglon           ,bunglon
1131,bungsil           ,bluluk
1132,bungsu            ,ragil
1133,ikan bruntal      ,iwak buntat
1134,buntet            ,buntet
1135,bunting           ,meteng
1136,buntu             ,sumpet
1137,buntung           ,buntung
1138,buntut            ,buntut
1139,berbuntut         ,duwe buntut
1140,membuntuti        ,ngetitake
1141,bunuh             ,pati
1142,dibunuh           ,dipateni
1143,membunuh          ,mateni
1144,bunuh diri        ,nglalu
1145,bunyi             ,bswara
1146,dibunyikan        ,diunekake
1147,berbunyi          ,muni
1148,bunyi-bunyian     ,tetabuhan
1149,burai             ,mawur
1150,buram             ,bureng
1151,buras             ,ndopok
1152,burik             ,burik
1153,buronan           ,buronan
1154,buru              ,oyak
1155,terburu-buru      ,kesusu
1156,buruh             ,kuli
1157,buruk             ,elek
1158,burung            ,manuk
1159,burut             ,kondor
1160,busa              ,unthuk
1161,berbusa           ,unthukan
1162,busana            ,busana
1163,bustan            ,taman
1164,busuk             ,bosok
1165,busung            ,busung
1166,busur             ,gandhewa
1167,buta              ,picek
1168,keruh             ,buthek
1169,butir             ,gelintir
1170,butuh             ,perlu
1171,membutuhkan       ,mbutuhake
1172,kebutuhan         ,kabutuhan
1173,butuh             ,peli
1174,butut             ,lawas
1175,buyar             ,buyar
1176,buyut             ,buyut
1177,babak-bunyak      ,calar balar
1178,babar             ,lahiran
1179,babat             ,perut kerbau
1180,bacem             ,peram
1181,bacin             ,berbau
1182,badek             ,bau busuk
1183,baji              ,pasak
1184,bajing            ,tupai
1185,bakol             ,bakul
1186,balang            ,baling
1187,balei             ,balai
1188,bales             ,balas
1189,balie             ,balik
1190,balong            ,tulang
1191,balot             ,balut
1192,banci'an          ,banci'an
1193,bancoh            ,bancoh
1194,bandol            ,bandol
1195,banger            ,banger
1196,banget            ,banget
1197,bangir            ,bangir
1198,bangkei           ,bangkei
1199,bangku            ,bangku
1200,banting           ,banting
1201,bantut            ,bantut
1202,banyu             ,banyu
1203,bapak             ,bapak
1204,baran             ,baran
1205,bareng            ,bareng
1206,basoh             ,basoh
1207,bates             ,bates
1208,batir             ,batir
1209,batok             ,batok
1210,battok            ,battok
1211,bayem             ,bayem
1212,bejat             ,bejat
1213,belarat           ,belarat
1214,belasak           ,belasak
1215,beling            ,beling
1216,belolok           ,belolok
1217,belonyok          ,belonyok
1218,bendeh            ,bendeh
1219,bendo             ,bendo
1220,bendok            ,bendok
1221,bocah             ,bocah
1222,cabang            ,pang
1223,bercabang         ,ngepang
1224,cabe              ,lombok
1225,cabe rawit        ,lombok rawit
1226,cabe merah        ,lombonk abang
1227,cabik             ,suwek
1228,cabir             ,suwek dawa
1229,cobar-cabir       ,pating sluwir
1230,cabul             ,saru
1231,cabut             ,bedhol
1232,dicabut           ,dibedhol
1233,tercabut          ,kebedhol
1234,cacar             ,cacar
1235,cacat             ,cacat
1236,caci              ,dhamprat
1237,dicaci            ,dipisuhi
1238,mencaci           ,misuhi
1239,cacing            ,cacing
1240,cacingan          ,cacingan
1241,cadangan          ,cadhangan
1242,cadar             ,krodhong
1243,cadas             ,wadhas
1244,cadik             ,katir
1245,cagak             ,saka
1246,cahaya            ,cahya
1247,becahaya          ,sumunar
1248,cair              ,encer
1249,mencair           ,dadi encer
1250,cairkan dulu      ,encerke dhisik
1251,cakalang          ,iwak tongkol
1252,"cakap, pintar "  ,pinter
1253,bercakap-         ,omong-omong
1254,cakar             ,cakar
1255,dicakar           ,dicakar
1256,mencakar          ,nyakar
1257,cakep             ,bagus
1258,cakra             ,cakra
1259,cakrawala         ,langit
1260,calo              ,calo
1261,calon             ,calon
1262,mencalonkan       ,nyalonake
1263,cambang           ,godheg
1264,cambuk            ,pecut
1265,dicambuk          ,dipecut
1266,mencambuk         ,mecut
1267,camilan           ,camilan
1268,campa             ,macan loreng
1269,campah            ,campah
1270,campak            ,sebrat
1271,dicampakkan       ,desebratke
1272,sakit campak      ,lara campak
1273,campur            ,awor
1274,bercampur         ,ngamor
1275,dicampur          ,dicampur
1276,ikut campur       ,melu-melu
1277,mencampur         ,nyampur
1278,campuran          ,campuran
1279,campur aduk       ,campur bawur
1280,canai             ,grenda
1281,canag             ,bendhe
1282,cancut            ,cawet
1283,canda             ,guyon
1284,bercanda          ,guyonan
1285,candi             ,candhi
1286,candu             ,candu
1287,canggung          ,kikuk
1288,cangking          ,nyangking
1289,cangkir           ,cangkir
1290,cangklong         ,cangklong
1291,cangkok           ,cangkok
1292,mencangkok        ,nyangkok
1293,cangkokan         ,cangkokan
1294,cangkul           ,pacul
1295,dicangkul         ,dipacul
1296,mencangkul        ,macul
1297,cantelan          ,canthelan
1298,mencantelkan      ,nyanthelake
1299,cantik            ,ayu
1300,canting           ,canting
1301,cantol            ,canthol
1302,kecantol          ,kecanthol
1303,cantrik           ,cantrik
1304,tercantum         ,klebu
1305,cap               ,merek
1306,"capai, tercapai ",katekan
1307,mencapai          ,tekan
1308,"capai, capek"    ,kesel
1309,"capak, remeh "   ,sepele
1310,topi              ,caping
1311,capuk             ,burik
1312,cari              ,golek
1313,mencarikan        ,nggolekake
1314,mencari           ,nggoleki
1315,mencari-cari      ,golek-golek
1316,mencarter         ,nyarter
1317,cat               ,cet
1318,mengecat          ,ngecet
1319,catat             ,cathet
1320,dicatat           ,dichatet
1321,mencatat          ,nyathet
1322,catatan           ,cathetan
1323,catu              ,cathu
1324,catur             ,catur
1325,catut             ,ngelong
1326,catut             ,catut
1327,cawan             ,cawan
1328,cawat             ,cawet
1329,cebok             ,cewok
1330,cebol             ,kunthet
1331,cebur             ,njebur
1332,diceburkan        ,njeburakaken
1333,menceburkan       ,njeburake
1334,tercebur          ,kejebur
1335,cecak             ,cecak
1336,mencecap          ,nyicipi
1337,berceceran        ,kececeran
1338,cecunguk          ,coro
1339,cedera            ,luka
1340,cegah             ,penging
1341,dicegah           ,dipenging
1342,mencegah          ,menging
1343,cegat             ,adhang
1344,dicegat           ,diadhang
1345,mencegat          ,ngadhang
1346,cekatan           ,trengginas
1347,cekcok            ,padudon
1348,cekik             ,tekek
1349,dicekik           ,ditekek
1350,mencekik          ,nekek
1351,mencekoki         ,nyekoki
1352,cekukan           ,segu
1353,cekung            ,kempot
1354,cela              ,paido
1355,mencela           ,maido
1356,celah-celah       ,selan
1357,celak mata        ,celak
1358,bercelak          ,nganggo celak
1359,celaka            ,cilaka
1360,kecelakaan        ,kacilakan
1361,mencelakakan      ,nyilakake
1362,celana            ,kathok
1363,celas-celus       ,bludhas-bludhus
1364,celeng            ,celeng
1365,celengan          ,celengan
1366,nyelengi          ,nyelengi
1367,celup             ,celup
1368,dicelupkan        ,dicelupake
1369,mencelupkan       ,nyelupake
1370,celurit           ,clurit
1371,"celurut, tikus " ,tikus
1372,cemar             ,reged
1373,cemara            ,cemara
1374,cemas             ,was-was
1375,cemberut          ,mrengut
1376,cembung           ,mbledhuk
1377,cemburu           ,sujana
1378,cemerlang         ,gemebyar
1379,cemeti            ,pecut
1380,mencemooh         ,ngece
1381,cempaka           ,cempaka
1382,cempedak          ,cempedhak
1383,cemplung          ,cemplung
1384,dicemplungkan     ,dicemplungake
1385,kecemplung        ,kecemplung
1386,mencemplungkan    ,nyemplungkake
1387,cencang           ,iris
1388,mencencang        ,ngiris
1389,cendana           ,cendhana
1390,cendawan          ,jamur
1391,cenderung         ,ngeboti
1392,cendol            ,cendhol
1393,tercengang        ,kamitenggengen
1394,cengar-cengir     ,cengar-cengir
1395,cengeng           ,gembeng
1396,cengkeh           ,cengkeh
1397,cengkeram         ,cekethem
1398,mencengkeram      ,nyekethem
1399,cengkerama        ,geguyon
1400,cengkerik         ,jangkrik
1401,cengkir           ,cengkir
1402,centeng           ,mandhor
1403,cepat             ,enggal
1404,ceper             ,rata
1405,menceracau        ,nglindur
1406,cerah             ,padhang
1407,cerai             ,pegat
1408,bercerai          ,pegetan
1409,diceraikan        ,dipegat
1410,ceramah           ,sesorah
1411,cerana            ,wadhah kinang
1412,cerca             ,diunek-unekake
1413,cerdik            ,pinter
1414,cerek             ,ceret
1415,cerewet           ,crewet
1416,ceria             ,sumringah
1417,cerih             ,ampas
1418,cerita            ,crita
1419,ceriwis           ,criwis
1420,cermai            ,creme
1421,cermat            ,tliti
1422,cermin            ,pengilon
1423,bercermin         ,ngilo
1424,ceroboh           ,grusa-grusu
1425,cerobong          ,crobong
1426,cerutu            ,srutu
1427,cespleng          ,cespleng
1428,cetak             ,cetak
1429,encetak           ,nyetak
1430,cetek             ,cethek
1431,mencibir          ,ngiwi-ngiwi
1432,cicak             ,cecak
1433,cicil             ,cicil
1434,dicicil           ,dicicil
1435,mencicil          ,nyicil
1436,cicip             ,incip
1437,dicicipi          ,diincipi
1438,mencicipi         ,ngincipi
1439,cicit             ,canggah
1440,ciduk             ,cidhuk
1441,cikar             ,cikar
1442,kecil             ,cilik
1443,cina              ,cina
1444,cimplonhg         ,dadhu
1445,cincang           ,cacah
1446,mencincang        ,nyacah
1447,cincin            ,ali-ali
1448,cinta             ,tresna
1449,bercintaan        ,dhemenan
1450,cipta             ,cipta
1451,diciptakan        ,diciptakake
1452,menciptakan       ,nyiptakake
1453,ciri              ,tanda
1454,citarasa          ,selera
1455,cita-cita         ,gegeyuhan
1456,cium              ,sun ambung
1457,dicium            ,diambung
1458,mencium           ,ngambung
1459,cium-ciuman       ,ambung-ambungan
1460,tercium           ,ngganda
1461,ciut              ,ciut
1462,coba              ,jajal
1463,mencoba           ,njajal
1464,cobaan            ,pacoban
1465,percobaan         ,nyoba
1466,coba-coba         ,nyoba-nyoba
1467,cobek             ,cowek
1468,cocok             ,pas
1469,mencocokkan       ,nyocokake
1470,cocok             ,cocok
1471,codot             ,codhot
1472,cokelat           ,soklat
1473,bercokol          ,lelungguhan
1474,"colek, jawil "   ,jawil
1475,mencolek          ,njawil
1476,colok             ,sunduk
1477,colot             ,mencolot
1478,mencolong         ,nyolong
1479,comberan          ,comberan
1480,comblang          ,jonmblong
1481,comot             ,reged
1482,mencomot          ,njupuk
1483,compang-camping   ,rowak-rawek
1484,condong           ,dhoyong
1485,congek            ,budheg
1486,congkak           ,kumalungkung
1487,congkel           ,cukil
1488,mencongkel        ,nyukil
1489,contoh            ,tiru
1490,dicontoh          ,ditiru
1491,mencontoh         ,nyontoh
1492,contong           ,conthong
1493,copet             ,copet
1494,dicopet           ,dicopet
1495,mencopet          ,nyopet
1496,kecopetan         ,kecopetan
1497,copot             ,coplok
1498,cor               ,cor
1499,corak             ,gambaran
1500,corat-coret       ,orek-orek
1501,coret             ,corek
1502,coreng            ,coreng
1503,kecoa             ,coro
1504,corong            ,corong
1505,cuaca             ,hawa
1506,cubit             ,jiwit
1507,mencubit          ,njiwit
1508,cuci              ,kumbah
1509,cuci baju         ,ngumbahi
1510,cuci beras        ,mesusi
1511,cuci piring       ,asah-asah
1512,cuci kaki         ,wisuh
1513,cuci muka         ,raup
1514,cucu              ,putu
1515,bercucu           ,nduwe putu
1516,cucuk             ,cucuk
1517,bercucuran        ,mbrebes mili
1518,cuil              ,cuwil
1519,cuka              ,cokak
1520,cukai             ,cukai
1521,cukil             ,cukil
1522,cukong            ,bandar
1523,cukup             ,cekap
1524,mencukupi         ,nyukupi
1525,kecukupan         ,kacukupan
1526,cukur             ,cukur
1527,bercukur          ,nyukur
1528,dicukur           ,dicukur
1529,cula              ,cula
1530,culas             ,urik
1531,"cuma, hanya "    ,mung
1532,cuma-cuma         ,gratis
1533,cumbu             ,gojegan
1534,cumi-cumi         ,cumi-cumi
1535,cungkil           ,cukil
1536,cuplik            ,cuplik
1537,curam             ,njuleg
1538,curang            ,curang
1539,curi              ,colong
1540,dicuri            ,dicolong
1541,mencuri           ,nyolong
1542,pencuri           ,maling
1543,kecurian          ,kemalingan
1544,curiga            ,curiga
1545,dicurigai         ,dikira
1546,mencurigai        ,ncurigai
1547,cuti              ,prei
1548,dacin             ,dhacin
1549,dada              ,dhada
1550,mendadak          ,dadakan
1551,dadali            ,alap-alap
1552,dadar             ,dadar
1553,dadu              ,dhadhu
1554,tali dadung       ,dhadhung
1555,daerah            ,wewengkon
1556,daftar            ,urutan
1557,mendaftarkan      ,ndaptarake
1558,terdaftar         ,kechatet
1559,dagang            ,dagang
1560,berdagang         ,dodolan
1561,dagangan          ,dagangan
1562,dagel             ,banyol
1563,mendagel          ,mbanyol
1564,daging            ,daging
1565,dagu              ,janggut
1566,dahaga            ,ngelak
1567,dahak             ,riak
1568,daham             ,dhehem
1569,berdaham          ,ndehem
1570,dahan             ,pang
1571,dahi              ,bathuk
1572,dahi nonjol       ,bdthuk nonjol
1573,dahsyat           ,hebat
1574,dahulu            ,biyen
1575,mendahului        ,ndhisiki
1576,pendahuluan       ,bebuka
1577,daki              ,kotoran
1578,"daki, mendaki "  ,manjat
1579,dakon             ,dhakon
1580,daksina           ,kidul
1581,dakwa             ,dakwa
1582,dalal             ,makelar
1583,dalam             ,jero
1584,kedalaman         ,jerone
1585,pedalaman         ,pelosok
1586,dalang            ,dhalang
1587,mendalang         ,ndhalang
1588,pedalangan        ,pedhalangan
1589,dalih             ,alesan
1590,dalil             ,dalil
1591,dam               ,bendhungan
1592,damai             ,tentrem
1593,damar             ,obor
1594,dambaan           ,pengarep-arep
1595,mendambakan       ,ngarep-ngarep
1596,dampar            ,kandhas
1597,damping           ,sandhing
1598,berdampingan      ,sesandhingan
1599,mendampingi       ,ngancani
1600,damprat           ,dilabrak
1601,dan               ,lan
1602,dana              ,dana
1603,danau             ,tlaga
1604,dandan            ,dandan
1605,berdandan         ,berdandan
1606,mendadani         ,ndandani
1607,dandanan          ,dandanan
1608,dandang           ,dandang
1609,dangkal           ,cethek
1610,gubuk             ,gubuk
1611,dansa             ,dhangsa
1612,dapat             ,entuk
1613,terdapat          ,ana
1614,pendapatan        ,oleh-olehan
1615,kedapatan         ,konangan
1616,dapur             ,pawon
1617,"dara, perawan "  ,prawan
1618,burung dara       ,dara
1619,darah             ,getih
1620,berdarah          ,getihan
1621,darat             ,dharat
1622,mendarat          ,ndharat
1623,dari              ,saka
1624,darimana          ,saka ngendi
1625,daripada          ,tinimbang
1626,darmawisata       ,piknik
1627,darurat           ,gawat
1628,dasa              ,sepuluh
1629,dasar             ,landhesan
1630,dasi              ,dhasi
1631,daster            ,dhaster
1632,datang            ,teka
1633,berdatangan       ,padha teka
1634,kedatangan        ,ketekan
1635,pendatang         ,wong manca
1636,datar             ,rata
1637,dataran           ,lemah sing rata
1638,datuk             ,sesepuh
1639,daun              ,godhong
1640,berdaun           ,thukul godhong
1641,daun-daunan       ,godhong-godhongan
1642,tinta             ,mangsi
1643,cendol            ,cendhol
1644,dayung            ,dhayung
1645,mendayung         ,ndhayung
1646,didayung          ,didhayung
1647,berdebar          ,dheg-dhegan
1648,debu              ,awu
1649,berdebu           ,nglebu
1650,dedak             ,dhedhak
1651,mendedel          ,dhedhel
1652,degil             ,bongol
1653,berdeham          ,dhehem
1654,dekam             ,dhekem
1655,dekan             ,dhekan
1656,mendekap          ,ndikep
1657,dekat             ,cedhak
1658,berdekatan        ,jejer
1659,mendekati         ,nyedhaki
1660,dekil             ,boloten
1661,dekorasi          ,rerenggan
1662,delapan           ,wolu
1663,mendelik          ,mecicil
1664,delima            ,delima
1665,delman            ,dhokar
1666,demam             ,adhem panas
1667,demi              ,dhemi
1668,demikian mekaten  ,mangkono
1669,demit             ,setan
1670,dempet            ,rapet
1671,berdempetan       ,empet-empetan
1672,dempul            ,dhempul
1673,denda             ,dhenda
1674,dendam            ,dhendam
1675,berdendang        ,nembang
1676,dendeng           ,dhendeng
1677,dengan            ,karo
1678,dengar            ,krungu
1679,mendengarkan      ,ngrukokake
1680,didengarkan       ,dirungokake
1681,pendengar         ,pemirsa
1682,dengki            ,drengki
1683,dengkul           ,dhengkul
1684,mendengkur        ,ngorok
1685,dentum            ,gleger
1686,berdenyut         ,kedutan
1687,depa              ,dhepa
1688,depak             ,nyepak
1689,depan             ,ngarep
1690,didepan           ,ing ngarep
1691,kedepan           ,mengarep
1692,depot             ,dhepot
1693,mendera           ,sabet
1694,derajat           ,drajat
1695,berderai          ,mberebes
1696,deras             ,deres
1697,derek             ,kerekan
1698,menderek          ,ngrerek
1699,deret             ,baris
1700,berderet          ,lelarikan
1701,deretan           ,larikan
1702,derita            ,panandang
1703,menderita         ,sengsara
1704,penderitaan       ,kesangsaraan
1705,derma             ,dana
1706,dermaga           ,dermaga
1707,dermawan          ,loma
1708,desa              ,desa
1709,desah             ,lirih
1710,desak             ,dhesak
1711,berdesakan        ,sesek-sesekan
1712,desas-desus       ,kabar angin
1713,berdesir          ,sembribit
1714,destar            ,iket
1715,detail            ,jlimet
1716,detektif          ,dhetektif
1717,detergen          ,detergen
1718,detik             ,dhetik
1719,dewa              ,dewa
1720,dewasa            ,dewasa
1721,dewi              ,dewi
1722,di                ,ing
1723,dia               ,deweke
1724,sendiri           ,dhewekan
1725,diam              ,meneng
1726,diam-diam         ,meneng-meneng
1727,mendiami          ,ngenggoni
1728,kediaman          ,omah
1729,dian              ,teplok
1730,berdiang          ,garang
1731,diare             ,mencret
1732,mendidih          ,umab
1733,didik             ,ajar
1734,mendidik          ,ngajari
1735,pendidikan        ,pawiyatan
1736,diesel            ,dhisel
1737,diet              ,diet
1738,adik              ,adi
1739,dikau             ,kowe
1740,dikir             ,dikir
1741,sedikit           ,setitik
1742,diktat            ,dhiktat
1743,dikte             ,dhikte
1744,mendikte          ,ndhikte
1745,dinamit           ,dhinamit
1746,dinamo            ,dhinamo
1747,dinar             ,dhinar
1748,dines             ,dhines
1749,dinding           ,tembok
1750,dingin            ,adhem
1751,kedinginan        ,kadheman
1752,dingklik          ,dhingklik
1753,dipan             ,amben
1754,diploma           ,dhiploma
1755,diri              ,awak
1756,dirinya           ,dheweke
1757,sendiri           ,dhewean
1758,di sana           ,ing kana
1759,di sini           ,ing kene
1760,doa               ,donga
1761,didoakan          ,didongakake
1762,mendoakan         ,ndongakake
1763,berdoa            ,ndonga
1764,dobel             ,rangkep
1765,dobi              ,tukang
1766,berlubang         ,bolong
1767,dobrak            ,mbobol
1768,kue dodol         ,jenang
1769,dokar             ,dhokar
1770,dokoh             ,doyan
1771,doktrin           ,dhoktrin
1772,domba             ,wedhus gibas
1773,domino            ,gaple
1774,dompet            ,dhompet
1775,donat             ,dhonat
1776,donatur           ,dhonatur
1777,mendongak         ,ndhangak
1778,dongeng           ,dongeng
1779,dongkel           ,dhongkel
1780,dongkrak          ,dhongkrak
1781,dongkol           ,mangkel
1782,donor darah       ,panyumbang getih
1783,dorong            ,surung
1784,didorong          ,disurung
1785,mendorong         ,nyurung
1786,kardos            ,kardhus
1787,dosa              ,dosa
1788,dosin             ,losin
1789,dot               ,dhot
1790,doyan             ,doyan
1791,doyong            ,miring
1792,drama             ,lakon sedih
1793,drum              ,tambur
1794,dua               ,loro
1795,jadi dua          ,dadi loro
1796,berduaan          ,sarimbit
1797,dua belas         ,rolas
1798,dua puluh         ,rongpuluh
1799,dua puluh lima    ,selangkung
1800,dubur             ,dhubur
1801,duel              ,gelut
1802,duda              ,dhuda
1803,duduk             ,lenggah
1804,duga              ,kira
1805,menduga           ,ngira
1806,diduga            ,dikira
1807,dugal             ,ndugal
1808,duha              ,duha
1809,duhur             ,dhuhur
1810,duit              ,duit
1811,duka cita         ,sungkawa
1812,dukuh             ,desa
1813,dukun             ,dhukun
1814,dukun beranak     ,dhukun bayi
1815,mendukung         ,sokong
1816,dahulu            ,biyen
1817,didahului         ,didhisiki
1818,mendhului         ,ndhisiki
1819,dungu             ,bodho
1820,dunia             ,donya
1821,sedunia           ,sedonya
1822,dupa              ,menyan
1823,pedupan           ,padupan
1824,durhaka           ,durhaka
1825,durat             ,mutiara
1826,duri              ,eri
1827,berduri           ,ana erine
1828,durian            ,duren
1829,durjana           ,jahat
1830,dusta             ,ngapusi
1831,berdusta          ,ngapusi
1832,dusun             ,desa
1833,pedusunan         ,padesan
1834,duta              ,dhuta
1835,kedutaan          ,kedhutaan
1836,berduyun-duyun    ,gerombol
1837,duyung            ,duyung
1838,ebi               ,ebi
1839,eceran            ,eceran
1840,mengecer          ,ngecer
1841,gila              ,gendheng
1842,edar              ,ider
1843,mengedarkan       ,ngubengake
1844,mengedari         ,ngubengi
1845,beredar           ,mubeng
1846,peredaran         ,mubenge
1847,edisi             ,terbitan
1848,edit              ,mranata
1849,egrang            ,egrang
1850,eja               ,eja
1851,ejan              ,eden
1852,ejek              ,ece
1853,ekonomis          ,gemi
1854,ekor              ,buntut
1855,berekor           ,ana buntute
1856,mengekor          ,ngetutake
1857,eksamen           ,ujian
1858,eksem             ,eksem
1859,eksperimen        ,pacoban
1860,ekspedisi         ,pengiriman barang
1861,eksposisi         ,pameran
1862,ekspres           ,cepet
1863,ekstra            ,ekstra
1864,ekuator           ,katulistiwa
1865,mengelak          ,endha
1866,elang             ,wulung
1867,elok              ,apik
1868,elon              ,ngeloni
1869,elus              ,elus
1870,dielus-elus       ,dielus-elus
1871,ibu               ,embok
1872,emas              ,emas
1873,embah             ,simbah
1874,embak             ,mbakyu
1875,embel-embel       ,embel-embel
1876,ember             ,ember
1877,embun             ,mbun
1878,pengemis          ,wong ngemis
1879,ngemong           ,emong
1880,emosi             ,emosi
1881,empal             ,empal
1882,empang            ,blumbang
1883,hempas            ,sebrat
1884,dihempaskan       ,dikipatake
1885,menghempaskan     ,ngipatake
1886,empat             ,papat
1887,empat belas       ,patbelas
1888,empat puluh       ,patang puluh
1889,berempat          ,wong papat
1890,perempatan        ,prapatan
1891,seperempat        ,seprapat
1892,empedu            ,peru
1893,empela            ,rempela
1894,empelas           ,amplas
1895,emper             ,emper
1896,emping            ,emping
1897,empuk             ,empuk
1898,empulur           ,gabus
1899,enak              ,enak
1900,seenaknya         ,sak enake
1901,mengenakkan       ,ngepenake
1902,keenakan          ,kesenangan
1903,enam              ,enem
1904,berenam           ,jumlahe enem
